"No.","Time","Source","Destination","Protocol","Length","Info"
"30741","919.425986","Ubiquiti_3b:5c:ed","fa:d1:1e:2c:6c:86","802.11","227","Probe Response, SN=2870, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30745","919.616768","ArubaaHe_58:77:62","62:37:83:89:dc:5c","802.11","183","Probe Response, SN=943, FN=0, Flags=........, BI=100, SSID=NETIA WIFI"
"30750","919.804170","Ubiquiti_3b:5c:ed","da:d5:46:8e:49:21","802.11","227","Probe Response, SN=2875, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30755","919.959585","Ubiquiti_3b:5c:ed","0a:26:36:ca:3d:b4","802.11","227","Probe Response, SN=2877, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30756","919.978394","Ubiquiti_3b:5c:ed","0a:26:36:ca:3d:b4","802.11","227","Probe Response, SN=2879, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30759","920.037013","Ubiquiti_3b:5c:ed","1e:4e:93:1b:1e:a5","802.11","227","Probe Response, SN=2880, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30766","920.287105","ArubaaHe_58:77:62","8e:dd:96:cc:1e:d9","802.11","183","Probe Response, SN=948, FN=0, Flags=........, BI=100, SSID=NETIA WIFI"
"30770","920.361941","Cisco_2f:15:54","6a:d5:8b:17:77:dd","802.11","274","Probe Response, SN=3289, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"30771","920.424984","Ubiquiti_3b:5c:ed","ce:2f:d4:46:25:82","802.11","227","Probe Response, SN=2886, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30776","920.496221","Ubiquiti_3b:5c:ed","ce:2f:d4:46:25:82","802.11","227","Probe Response, SN=2888, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30778","920.516805","Ubiquiti_3b:5c:ed","ce:2f:d4:46:25:82","802.11","227","Probe Response, SN=2889, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30781","920.636019","Cisco_2f:15:53","2e:4f:89:53:a6:1e","802.11","294","Probe Response, SN=3296, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"30787","920.896458","Cisco_2f:15:53","SamsungE_c0:f7:b2","802.11","294","Probe Response, SN=3300, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"30795","921.165952","Ubiquiti_3b:5c:ed","Apple_13:02:83","802.11","227","Probe Response, SN=2896, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30798","921.192784","Ubiquiti_3b:5c:ed","Apple_13:02:83","802.11","227","Probe Response, SN=2897, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30802","921.386694","Cisco_2f:15:54","b2:39:e1:fb:e4:1a","802.11","274","Probe Response, SN=3305, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"30803","921.395107","ArubaaHe_58:77:62","Motorola_42:4d:01","802.11","131","Probe Response, SN=950, FN=0, Flags=........, BI=100, SSID=NETIA WIFI"
"30804","921.396605","ArubaaHe_58:77:63","Motorola_42:4d:01","802.11","133","Probe Response, SN=3993, FN=0, Flags=........, BI=100, SSID=COSTA COFFEE"
"30806","921.417125","ArubaaHe_58:77:62","Motorola_42:4d:01","802.11","131","Probe Response, SN=951, FN=0, Flags=........, BI=100, SSID=NETIA WIFI"
"30809","921.480826","Ubiquiti_3b:5c:ed","SamsungE_12:bc:83","802.11","227","Probe Response, SN=2901, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30811","921.501259","Ubiquiti_3b:5c:ed","SamsungE_12:bc:83","802.11","227","Probe Response, SN=2902, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30812","921.505482","Cisco_2f:15:54","Apple_72:59:07","802.11","274","Probe Response, SN=3306, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"30813","921.536746","Cisco_2f:15:54","Motorola_42:4d:01","802.11","274","Probe Response, SN=3307, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"30817","921.682885","Ubiquiti_3b:5c:ed","66:bc:ee:4e:89:0b","802.11","227","Probe Response, SN=2905, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30818","921.699821","Ubiquiti_3b:5c:ed","66:bc:ee:4e:89:0b","802.11","227","Probe Response, SN=2906, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30820","921.844209","Ubiquiti_3b:5c:ed","66:bc:ee:4e:89:0b","802.11","227","Probe Response, SN=2911, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30822","921.959910","Ubiquiti_3b:5c:ed","ba:65:68:38:5c:3d","802.11","227","Probe Response, SN=2913, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30831","922.424354","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2918, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30833","922.471696","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2920, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30834","922.513561","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2922, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30836","922.555618","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2924, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30837","922.578553","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2925, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30839","922.765908","Ubiquiti_3b:5c:ed","66:e1:a3:dd:3b:d9","802.11","227","Probe Response, SN=2928, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30846","923.108491","Cisco_2f:15:53","52:c8:58:e9:18:09","802.11","294","Probe Response, SN=3344, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"30851","923.491640","Cisco_2f:15:53","2e:3c:07:36:fd:c2","802.11","294","Probe Response, SN=3351, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"30852","923.495052","Cisco_2f:15:53","2e:3c:07:36:fd:c2","802.11","294","Probe Response, SN=3351, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"30854","923.605354","Ubiquiti_3b:5c:ed","8a:e3:4d:df:fc:a7","802.11","227","Probe Response, SN=2938, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30855","923.624755","Ubiquiti_3b:5c:ed","8a:e3:4d:df:fc:a7","802.11","227","Probe Response, SN=2939, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30869","924.283736","Cisco_2f:15:53","66:1c:ff:64:fe:f9","802.11","294","Probe Response, SN=3356, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"30874","924.469074","ArubaaHe_58:77:62","2a:ce:b0:6a:a7:af","802.11","183","Probe Response, SN=966, FN=0, Flags=........, BI=100, SSID=NETIA WIFI"
"30877","924.520924","ArubaaHe_58:77:62","2a:ce:b0:6a:a7:af","802.11","183","Probe Response, SN=968, FN=0, Flags=........, BI=100, SSID=NETIA WIFI"
"30879","924.614612","Cisco_2f:15:54","92:21:6d:b5:e9:ca","802.11","274","Probe Response, SN=3365, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"30884","924.993025","Cisco_2f:15:53","02:fc:ef:79:71:d2","802.11","294","Probe Response, SN=3374, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"30888","925.133236","Cisco_2f:15:54","a2:7a:72:41:9f:c6","802.11","274","Probe Response, SN=3377, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"30890","925.248923","Ubiquiti_3b:5c:ed","46:86:4e:96:6c:0d","802.11","227","Probe Response, SN=2960, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30893","925.350073","Cisco_2f:15:54","5a:ca:1a:2f:de:da","802.11","274","Probe Response, SN=3390, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"30895","925.364914","Ubiquiti_3b:5c:ed","46:86:4e:96:6c:0d","802.11","227","Probe Response, SN=2963, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30899","925.504438","Ubiquiti_3b:5c:ed","02:d8:0e:cd:02:72","802.11","227","Probe Response, SN=2966, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30902","925.564260","Ubiquiti_3b:5c:ed","02:d8:0e:cd:02:72","802.11","227","Probe Response, SN=2967, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30905","925.618257","Ubiquiti_3b:5c:ed","02:d8:0e:cd:02:72","802.11","227","Probe Response, SN=2969, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30908","925.674239","Ubiquiti_3b:5c:ed","02:d8:0e:cd:02:72","802.11","227","Probe Response, SN=2970, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30911","925.733197","Ubiquiti_3b:5c:ed","02:d8:0e:cd:02:72","802.11","227","Probe Response, SN=2972, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30917","926.005666","Cisco_2f:15:54","32:f3:e0:07:72:57","802.11","274","Probe Response, SN=3409, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"30929","926.523124","Ubiquiti_3b:5c:ed","f6:d7:4f:23:67:c8","802.11","227","Probe Response, SN=2981, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30936","926.745448","Ubiquiti_3b:5c:ed","16:85:53:10:e8:f9","802.11","227","Probe Response, SN=2986, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30937","926.756234","Ubiquiti_3b:5c:ed","12:cc:7d:53:8f:f6","802.11","227","Probe Response, SN=2987, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30939","926.781521","Ubiquiti_3b:5c:ed","12:cc:7d:53:8f:f6","802.11","227","Probe Response, SN=2988, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30941","926.806372","Ubiquiti_3b:5c:ed","12:cc:7d:53:8f:f6","802.11","227","Probe Response, SN=2990, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30942","926.832982","Ubiquiti_3b:5c:ed","12:cc:7d:53:8f:f6","802.11","227","Probe Response, SN=2992, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30944","926.841076","Ubiquiti_3b:5c:ed","16:85:53:10:e8:f9","802.11","227","Probe Response, SN=2993, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30945","926.869713","Cisco_2f:15:53","SamsungE_f9:c4:9c","802.11","294","Probe Response, SN=3434, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"30948","927.021996","Cisco_2f:15:53","32:61:50:c3:8b:ce","802.11","294","Probe Response, SN=3438, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"30950","927.118173","Cisco_2f:15:53","7e:88:f4:05:6f:20","802.11","294","Probe Response, SN=3442, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"30959","927.573947","Cisco_2f:15:54","Apple_14:fa:0c","802.11","274","Probe Response, SN=3452, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"30960","927.587009","Cisco_2f:15:54","f2:9f:cc:01:7a:cf","802.11","274","Probe Response, SN=3453, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"30964","927.750145","Cisco_2f:15:53","a6:f8:f4:8b:57:4a","802.11","294","Probe Response, SN=3460, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"30970","928.013791","Ubiquiti_3b:5c:ed","HTC_ec:54:0b","802.11","227","Probe Response, SN=3006, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30973","928.091491","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=3008, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30976","928.137226","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=3010, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30977","928.157139","Ubiquiti_3b:5c:ed","7a:12:7f:f9:bc:14","802.11","227","Probe Response, SN=3011, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30979","928.162991","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=3012, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30980","928.174964","Ubiquiti_3b:5c:ed","7a:12:7f:f9:bc:14","802.11","227","Probe Response, SN=3014, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30981","928.181788","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=3015, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30982","928.199120","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=3016, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30984","928.206925","Ubiquiti_3b:5c:ed","7a:12:7f:f9:bc:14","802.11","227","Probe Response, SN=3017, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30986","928.223734","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=3018, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30992","928.613401","Cisco_2f:15:53","ee:c8:22:06:3d:23","802.11","294","Probe Response, SN=3493, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"31021","929.537228","Ubiquiti_3b:5c:ed","2e:13:7f:a3:e8:b1","802.11","227","Probe Response, SN=3033, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31023","929.590048","Ubiquiti_3b:5c:ed","2e:13:7f:a3:e8:b1","802.11","227","Probe Response, SN=3034, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31025","929.623637","Cisco_2f:15:54","e2:54:0c:a3:57:54","802.11","274","Probe Response, SN=3508, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"31029","929.709933","Ubiquiti_3b:5c:ed","2e:13:7f:a3:e8:b1","802.11","227","Probe Response, SN=3037, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31035","929.935860","Ubiquiti_3b:5c:ed","2e:13:7f:a3:e8:b1","802.11","227","Probe Response, SN=3040, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31047","930.424359","Cisco_2f:15:53","be:1a:07:59:a6:06","802.11","294","Probe Response, SN=3519, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"31052","930.563132","ArubaaHe_58:77:62","a2:92:ca:31:9d:14","802.11","183","Probe Response, SN=981, FN=0, Flags=........, BI=100, SSID=NETIA WIFI"
"31053","930.564748","ArubaaHe_58:77:63","a2:92:ca:31:9d:14","802.11","185","Probe Response, SN=4024, FN=0, Flags=........, BI=100, SSID=COSTA COFFEE"
"31056","930.665453","Cisco_2f:15:53","HuaweiTe_08:e3:8a","802.11","294","Probe Response, SN=3523, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"31061","930.734355","ArubaaHe_58:77:63","2e:fb:7a:36:1b:5a","802.11","185","Probe Response, SN=4026, FN=0, Flags=........, BI=100, SSID=COSTA COFFEE"
"31062","930.755530","Cisco_2f:15:54","Apple_14:fa:0c","802.11","274","Probe Response, SN=3527, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"31069","931.132281","Cisco_2f:15:54","Apple_b7:b8:44","802.11","274","Probe Response, SN=3535, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"31071","931.147481","Cisco_2f:15:54","Google_46:87:ce","802.11","274","Probe Response, SN=3537, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"31074","931.251411","Ubiquiti_3b:5c:ed","56:af:ec:13:9c:e4","802.11","227","Probe Response, SN=3054, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31075","931.268431","ArubaaHe_58:77:62","32:f5:4b:cc:06:ab","802.11","183","Probe Response, SN=987, FN=0, Flags=........, BI=100, SSID=NETIA WIFI"
"31082","931.555407","Cisco_2f:15:54","62:bd:2d:d7:83:1f","802.11","274","Probe Response, SN=3545, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"31096","932.169297","Cisco_2f:15:53","fa:fa:e9:16:28:86","802.11","294","Probe Response, SN=3556, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"31099","932.271495","Cisco_2f:15:53","a6:36:fd:e2:99:69","802.11","294","Probe Response, SN=3562, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"31100","932.279015","Cisco_2f:15:53","a6:36:fd:e2:99:69","802.11","294","Probe Response, SN=3562, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"31101","932.296784","Cisco_2f:15:53","a6:36:fd:e2:99:69","802.11","294","Probe Response, SN=3564, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"31103","932.341858","Ubiquiti_3b:5c:ed","d2:fc:68:15:60:77","802.11","227","Probe Response, SN=3065, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31105","932.368964","Ubiquiti_3b:5c:ed","d2:fc:68:15:60:77","802.11","227","Probe Response, SN=3067, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31107","932.399291","Ubiquiti_3b:5c:ed","d2:fc:68:15:60:77","802.11","227","Probe Response, SN=3068, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31110","932.434732","Ubiquiti_3b:5c:ed","d2:fc:68:15:60:77","802.11","227","Probe Response, SN=3069, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31113","932.485128","ArubaaHe_58:77:62","8e:62:f0:ce:76:d3","802.11","183","Probe Response, SN=991, FN=0, Flags=........, BI=100, SSID=NETIA WIFI"
"31118","932.563694","Ubiquiti_3b:5c:ed","76:78:a5:e3:34:3e","802.11","227","Probe Response, SN=3072, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31121","932.584288","Ubiquiti_3b:5c:ed","76:78:a5:e3:34:3e","802.11","227","Probe Response, SN=3073, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31137","933.083907","Ubiquiti_3b:5c:ed","42:ac:24:9e:d3:81","802.11","227","Probe Response, SN=3080, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31139","933.114733","Ubiquiti_3b:5c:ed","42:ac:24:9e:d3:81","802.11","227","Probe Response, SN=3081, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31141","933.136358","Ubiquiti_3b:5c:ed","42:ac:24:9e:d3:81","802.11","227","Probe Response, SN=3082, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31143","933.160966","Ubiquiti_3b:5c:ed","42:ac:24:9e:d3:81","802.11","227","Probe Response, SN=3083, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31153","933.601775","Ubiquiti_3b:5c:ed","a6:75:82:ac:41:3c","802.11","227","Probe Response, SN=3090, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31154","933.635102","Ubiquiti_3b:5c:ed","a6:75:82:ac:41:3c","802.11","227","Probe Response, SN=3091, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31156","933.682799","Ubiquiti_3b:5c:ed","Apple_23:58:c0","802.11","227","Probe Response, SN=3092, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31157","933.684829","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=3093, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31159","933.709573","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=3095, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31160","933.726532","Ubiquiti_3b:5c:ed","Apple_23:58:c0","802.11","227","Probe Response, SN=3096, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31161","933.732068","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=3097, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31163","933.751582","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=3098, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31166","933.772376","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=3099, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31167","933.793838","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=3101, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31169","933.807193","Ubiquiti_3b:5c:ed","a6:75:82:ac:41:3c","802.11","227","Probe Response, SN=3102, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31170","933.813245","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=3103, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31172","933.856241","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=3104, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31176","933.975915","Ubiquiti_3b:5c:ed","a6:75:82:ac:41:3c","802.11","227","Probe Response, SN=3106, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31182","934.229983","Cisco_2f:15:54","16:b0:0d:a6:36:49","802.11","274","Probe Response, SN=3589, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"31190","934.541938","Ubiquiti_3b:5c:ed","76:70:42:ac:3e:7a","802.11","227","Probe Response, SN=3114, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31193","934.634671","ArubaaHe_58:77:62","76:70:42:ac:3e:7a","802.11","183","Probe Response, SN=996, FN=0, Flags=........, BI=100, SSID=NETIA WIFI"
"31196","934.808454","Cisco_2f:15:53","OnePlusT_50:59:f2","802.11","294","Probe Response, SN=3606, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"31202","935.035548","Cisco_2f:15:54","26:87:7a:e2:70:65","802.11","274","Probe Response, SN=3613, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"31210","935.244148","Ubiquiti_3b:5c:ed","a2:99:97:e6:12:62","802.11","227","Probe Response, SN=3123, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31211","935.268373","Ubiquiti_3b:5c:ed","a2:99:97:e6:12:62","802.11","227","Probe Response, SN=3124, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31213","935.312292","Ubiquiti_3b:5c:ed","a2:99:97:e6:12:62","802.11","227","Probe Response, SN=3126, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31215","935.334931","Ubiquiti_3b:5c:ed","a2:99:97:e6:12:62","802.11","227","Probe Response, SN=3128, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31225","935.774214","Ubiquiti_3b:5c:ed","Microsof_49:84:5c","802.11","227","Probe Response, SN=3133, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31226","935.787501","Cisco_2f:15:53","76:fa:54:5f:f2:84","802.11","294","Probe Response, SN=3638, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"31229","935.937085","Cisco_2f:15:53","Google_7a:3d:28","802.11","294","Probe Response, SN=3644, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"31242","936.455790","Ubiquiti_3b:5c:ed","Microsof_49:84:5c","802.11","227","Probe Response, SN=3142, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31249","936.571997","Ubiquiti_3b:5c:ed","SamsungE_07:90:2a","802.11","227","Probe Response, SN=3144, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31252","936.687737","Cisco_2f:15:54","Apple_97:fa:32","802.11","274","Probe Response, SN=3653, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"31253","936.709484","ArubaaHe_58:77:62","SamsungE_07:90:2a","802.11","183","Probe Response, SN=1013, FN=0, Flags=........, BI=100, SSID=NETIA WIFI"
"31259","936.975326","Cisco_2f:15:54","2a:79:13:91:9c:0b","802.11","274","Probe Response, SN=3657, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"31264","937.118442","Cisco_2f:15:54","Apple_14:fa:0c","802.11","274","Probe Response, SN=3664, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"31266","937.222959","Ubiquiti_3b:5c:ed","f2:12:5d:9b:92:f6","802.11","227","Probe Response, SN=3151, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31271","937.284700","Ubiquiti_3b:5c:ed","f2:12:5d:9b:92:f6","802.11","227","Probe Response, SN=3153, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"31272","937.317131","Ubiquiti_3b:5c:ed","f2:12:5d:9b:92:f6","802.11","227","Probe Response, SN=3154, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
