"No.","Time","Source","Destination","Protocol","Length","Info"
"30043","895.725396","Ubiquiti_3b:5c:ed","06:7a:5d:9f:80:8f","802.11","227","Probe Response, SN=2529, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30045","895.828957","Ubiquiti_3b:5c:ed","06:7a:5d:9f:80:8f","802.11","227","Probe Response, SN=2531, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30048","895.945727","Ubiquiti_3b:5c:ed","06:7a:5d:9f:80:8f","802.11","227","Probe Response, SN=2535, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30050","895.999435","Ubiquiti_3b:5c:ed","06:7a:5d:9f:80:8f","802.11","227","Probe Response, SN=2536, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30054","896.146602","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2539, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30056","896.193012","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2540, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30057","896.209793","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2541, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30059","896.232762","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2542, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30062","896.262145","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2544, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30063","896.275852","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2545, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30065","896.301906","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2546, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30074","896.628894","Cisco_2f:15:54","96:f5:a9:b4:65:a9","802.11","274","Probe Response, SN=2838, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"30084","897.019304","Cisco_2f:15:53","fa:fa:e9:16:28:86","802.11","294","Probe Response, SN=2845, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"30091","897.244684","Cisco_2f:15:54","76:53:22:9d:c0:47","802.11","274","Probe Response, SN=2852, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"30094","897.278160","Cisco_2f:15:54","66:3e:50:48:6f:ee","802.11","274","Probe Response, SN=2854, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"30111","897.849386","Cisco_2f:15:54","SamsungE_9e:1b:40","802.11","274","Probe Response, SN=2865, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"30113","897.862259","Cisco_2f:15:53","SamsungE_9e:1b:40","802.11","294","Probe Response, SN=2866, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"30115","897.907199","Cisco_2f:15:53","SamsungE_de:c6:a2","802.11","294","Probe Response, SN=2868, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"30121","898.121165","ArubaaHe_58:77:62","Apple_7e:66:d2","802.11","183","Probe Response, SN=873, FN=0, Flags=........, BI=100, SSID=NETIA WIFI"
"30123","898.177351","Ubiquiti_3b:5c:ed","32:83:8c:59:43:e6","802.11","227","Probe Response, SN=2565, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30126","898.245508","ArubaaHe_58:77:63","Motorola_07:ed:04","802.11","185","Probe Response, SN=3917, FN=0, Flags=........, BI=100, SSID=COSTA COFFEE"
"30127","898.251786","ArubaaHe_58:77:62","9e:ca:74:ad:02:68","802.11","183","Probe Response, SN=875, FN=0, Flags=........, BI=100, SSID=NETIA WIFI"
"30129","898.301579","ArubaaHe_58:77:62","Motorola_07:ed:04","802.11","183","Probe Response, SN=878, FN=0, Flags=........, BI=100, SSID=NETIA WIFI"
"30130","898.303183","ArubaaHe_58:77:63","Motorola_07:ed:04","802.11","185","Probe Response, SN=3921, FN=0, Flags=........, BI=100, SSID=COSTA COFFEE"
"30138","898.668929","Ubiquiti_3b:5c:ed","2e:ae:b4:bf:0f:6f","802.11","227","Probe Response, SN=2571, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30140","898.715269","Cisco_2f:15:54","2e:ae:b4:bf:0f:6f","802.11","274","Probe Response, SN=2892, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"30148","899.017230","Cisco_2f:15:53","36:ec:f9:f6:c9:15","802.11","294","Probe Response, SN=2897, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"30170","899.989282","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2587, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30171","900.006611","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2588, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30173","900.034999","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2590, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30174","900.053440","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2591, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30177","900.122495","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2592, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30178","900.124507","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2593, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30180","900.141172","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2595, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30181","900.157983","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2596, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30183","900.195537","Ubiquiti_3b:5c:ed","82:90:32:d4:32:1c","802.11","227","Probe Response, SN=2597, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30184","900.197565","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2598, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30188","900.321743","Ubiquiti_3b:5c:ed","da:8e:3c:6a:38:a1","802.11","227","Probe Response, SN=2600, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30191","900.363627","Ubiquiti_3b:5c:ed","da:8e:3c:6a:38:a1","802.11","227","Probe Response, SN=2602, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30193","900.407522","Ubiquiti_3b:5c:ed","da:8e:3c:6a:38:a1","802.11","227","Probe Response, SN=2603, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30198","900.621934","Cisco_2f:15:54","Google_70:85:cd","802.11","274","Probe Response, SN=2918, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"30209","901.033013","ArubaaHe_58:77:62","2a:ce:b0:6a:a7:af","802.11","183","Probe Response, SN=886, FN=0, Flags=........, BI=100, SSID=NETIA WIFI"
"30210","901.034930","ArubaaHe_58:77:63","2a:ce:b0:6a:a7:af","802.11","185","Probe Response, SN=3929, FN=0, Flags=........, BI=100, SSID=COSTA COFFEE"
"30212","901.057357","Cisco_2f:15:54","2a:ce:b0:6a:a7:af","802.11","274","Probe Response, SN=2928, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"30226","901.531419","Ubiquiti_3b:5c:ed","1a:2a:83:f5:05:38","802.11","227","Probe Response, SN=2617, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30230","901.616892","Cisco_2f:15:54","IntelCor_52:b0:3e","802.11","274","Probe Response, SN=2941, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"30232","901.625137","Ubiquiti_3b:5c:ed","1a:93:f5:bc:14:65","802.11","227","Probe Response, SN=2619, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30233","901.629094","Cisco_2f:15:53","IntelCor_52:b0:3e","802.11","294","Probe Response, SN=2942, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"30243","902.045605","Ubiquiti_3b:5c:ed","aa:1c:17:ba:b9:d8","802.11","227","Probe Response, SN=2624, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30245","902.076259","Ubiquiti_3b:5c:ed","aa:1c:17:ba:b9:d8","802.11","227","Probe Response, SN=2626, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30249","902.206527","Ubiquiti_3b:5c:ed","aa:1c:17:ba:b9:d8","802.11","227","Probe Response, SN=2628, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30268","902.953654","Cisco_2f:15:53","SonyMobi_41:65:6f","802.11","294","Probe Response, SN=2971, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"30277","903.444952","Ubiquiti_3b:5c:ed","66:06:fa:c2:c0:34","802.11","227","Probe Response, SN=2643, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30279","903.470483","Cisco_2f:15:54","LenovoMo_1c:5a:7b","802.11","274","Probe Response, SN=2975, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"30280","903.488652","Ubiquiti_3b:5c:ed","66:06:fa:c2:c0:34","802.11","227","Probe Response, SN=2644, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30284","903.623088","Ubiquiti_3b:5c:ed","66:06:fa:c2:c0:34","802.11","227","Probe Response, SN=2648, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30288","903.767901","Ubiquiti_3b:5c:ed","ae:90:37:22:3a:d4","802.11","227","Probe Response, SN=2650, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30292","903.920794","Ubiquiti_3b:5c:ed","ae:90:37:22:3a:d4","802.11","227","Probe Response, SN=2653, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30296","904.023105","Ubiquiti_3b:5c:ed","ae:90:37:22:3a:d4","802.11","227","Probe Response, SN=2655, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30301","904.254142","Ubiquiti_3b:5c:ed","e2:96:e6:5f:b9:fd","802.11","227","Probe Response, SN=2658, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30303","904.279859","Ubiquiti_3b:5c:ed","e2:96:e6:5f:b9:fd","802.11","227","Probe Response, SN=2659, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30306","904.432085","ArubaaHe_58:77:63","6e:76:22:8a:60:a7","802.11","185","Probe Response, SN=3940, FN=0, Flags=........, BI=100, SSID=COSTA COFFEE"
"30311","904.557093","Cisco_2f:15:54","6e:76:22:8a:60:a7","802.11","274","Probe Response, SN=2999, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"30318","904.826197","Cisco_2f:15:53","Apple_be:1f:0d","802.11","294","Probe Response, SN=3011, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"30319","904.844181","Cisco_2f:15:53","MurataMa_3a:37:f2","802.11","294","Probe Response, SN=3013, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"30320","904.852452","Cisco_2f:15:53","MurataMa_3a:37:f2","802.11","294","Probe Response, SN=3013, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"30326","904.950977","ArubaaHe_58:77:62","ce:83:f7:7d:ca:4f","802.11","183","Probe Response, SN=901, FN=0, Flags=........, BI=100, SSID=NETIA WIFI"
"30327","904.952874","ArubaaHe_58:77:63","ce:83:f7:7d:ca:4f","802.11","185","Probe Response, SN=3944, FN=0, Flags=........, BI=100, SSID=COSTA COFFEE"
"30328","905.018233","Ubiquiti_3b:5c:ed","0a:ba:36:e5:6f:9f","802.11","227","Probe Response, SN=2668, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30329","905.031506","Ubiquiti_3b:5c:ed","0a:ba:36:e5:6f:9f","802.11","227","Probe Response, SN=2669, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30331","905.057088","Ubiquiti_3b:5c:ed","0a:ba:36:e5:6f:9f","802.11","227","Probe Response, SN=2671, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30332","905.077438","Ubiquiti_3b:5c:ed","0a:ba:36:e5:6f:9f","802.11","227","Probe Response, SN=2672, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30343","905.614492","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2678, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30344","905.635245","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2679, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30346","905.659233","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2681, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30350","905.698729","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2683, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30352","905.720871","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2684, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30353","905.741509","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2685, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30368","906.410061","Cisco_2f:15:54","SamsungE_f6:ba:30","802.11","274","Probe Response, SN=3039, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"30379","907.125567","Cisco_2f:15:53","fa:fa:e9:16:28:86","802.11","294","Probe Response, SN=3049, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"30380","907.130110","Cisco_2f:15:54","Google_88:ac:46","802.11","274","Probe Response, SN=3050, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"30384","907.202526","Ubiquiti_3b:5c:ed","fa:fa:e9:16:28:86","802.11","227","Probe Response, SN=2702, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30385","907.226771","Cisco_2f:15:54","Google_88:ac:46","802.11","274","Probe Response, SN=3056, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"30388","907.249734","Cisco_2f:15:54","Google_88:ac:46","802.11","274","Probe Response, SN=3056, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"30389","907.278738","Cisco_2f:15:54","Google_88:ac:46","802.11","274","Probe Response, SN=3058, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"30394","907.491825","Cisco_2f:15:53","b6:a3:0d:8b:dd:e6","802.11","294","Probe Response, SN=3065, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"30396","907.510082","Cisco_ca:77:06","1e:57:2d:2a:20:c2","802.11","274","Probe Response, SN=1019, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"30399","907.733479","Ubiquiti_3b:5c:ed","da:0b:90:22:87:0b","802.11","227","Probe Response, SN=2708, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30403","907.823465","Cisco_2f:15:53","Google_7a:f3:80","802.11","294","Probe Response, SN=3077, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"30405","907.883929","Ubiquiti_3b:5c:ed","da:0b:90:22:87:0b","802.11","227","Probe Response, SN=2710, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30410","908.022214","Ubiquiti_3b:5c:ed","46:fc:30:59:c1:b7","802.11","227","Probe Response, SN=2713, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30438","909.198276","Ubiquiti_3b:5c:ed","6e:67:1e:db:ac:d9","802.11","227","Probe Response, SN=2725, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30439","909.222531","Ubiquiti_3b:5c:ed","6e:67:1e:db:ac:d9","802.11","227","Probe Response, SN=2726, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30440","909.226782","ArubaaHe_58:77:63","6e:67:1e:db:ac:d9","802.11","185","Probe Response, SN=3958, FN=0, Flags=........, BI=100, SSID=COSTA COFFEE"
"30443","909.248107","Cisco_2f:15:54","6e:67:1e:db:ac:d9","802.11","274","Probe Response, SN=3101, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"30455","909.816606","ArubaaHe_58:77:62","1a:a0:e0:26:92:d5","802.11","183","Probe Response, SN=918, FN=0, Flags=........, BI=100, SSID=NETIA WIFI"
"30477","910.921132","Ubiquiti_3b:5c:ed","42:3b:07:30:ab:b8","802.11","227","Probe Response, SN=2744, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30485","911.221353","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2748, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30487","911.243233","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2749, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30488","911.264189","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2750, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30491","911.293819","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2752, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30493","911.306499","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2753, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30494","911.355150","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2755, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30496","911.408731","Ubiquiti_3b:5c:ed","6a:d8:ee:8c:3f:b0","802.11","227","Probe Response, SN=2757, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30497","911.414909","Cisco_2f:15:53","16:0f:d4:16:9a:78","802.11","294","Probe Response, SN=3136, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"30498","911.420784","Ubiquiti_3b:5c:ed","6a:d8:ee:8c:3f:b0","802.11","227","Probe Response, SN=2758, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30515","912.181244","Cisco_2f:15:53","d2:64:d0:e8:d1:04","802.11","294","Probe Response, SN=3149, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"30548","913.414108","Ubiquiti_3b:5c:ed","72:d4:18:0a:16:95","802.11","227","Probe Response, SN=2778, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30561","913.954614","Cisco_2f:15:53","1e:27:89:3f:32:a5","802.11","294","Probe Response, SN=3183, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"30573","914.332355","Ubiquiti_3b:5c:ed","SamsungE_c0:f7:b2","802.11","227","Probe Response, SN=2788, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30574","914.335855","ArubaaHe_58:77:63","SamsungE_c0:f7:b2","802.11","185","Probe Response, SN=3971, FN=0, Flags=........, BI=100, SSID=COSTA COFFEE"
"30582","914.589822","Ubiquiti_3b:5c:ed","ea:3b:cb:2e:9e:f1","802.11","227","Probe Response, SN=2793, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30585","914.706500","Ubiquiti_3b:5c:ed","ea:3b:cb:2e:9e:f1","802.11","227","Probe Response, SN=2795, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30589","914.817377","Ubiquiti_3b:5c:ed","ea:3b:cb:2e:9e:f1","802.11","227","Probe Response, SN=2797, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30598","915.058108","Ubiquiti_3b:5c:ed","ea:3b:cb:2e:9e:f1","802.11","227","Probe Response, SN=2800, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30612","915.455998","Cisco_2f:15:53","Google_e1:a1:b5","802.11","294","Probe Response, SN=3196, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"30615","915.576893","Ubiquiti_3b:5c:ed","Apple_67:a6:1f","802.11","227","Probe Response, SN=2807, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30623","915.785450","Ubiquiti_3b:5c:ed","c2:e2:ad:10:51:da","802.11","227","Probe Response, SN=2810, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30633","916.114583","Cisco_2f:15:54","Google_7d:90:3c","802.11","274","Probe Response, SN=3209, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"30642","916.378914","Ubiquiti_3b:5c:ed","72:d9:aa:8f:75:6f","802.11","227","Probe Response, SN=2819, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30656","916.821883","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2825, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30658","916.878263","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2826, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30659","916.884575","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2827, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30662","916.927133","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2830, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30663","916.948947","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2831, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30665","916.969428","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=2832, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30668","917.047833","Ubiquiti_3b:5c:ed","a6:3d:67:ef:e3:a9","802.11","227","Probe Response, SN=2834, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30670","917.090358","Ubiquiti_3b:5c:ed","a6:3d:67:ef:e3:a9","802.11","227","Probe Response, SN=2835, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30671","917.100857","Cisco_2f:15:54","IntelCor_33:c3:94","802.11","274","Probe Response, SN=3226, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"30672","917.105552","Cisco_2f:15:53","fe:7d:76:c6:64:23","802.11","294","Probe Response, SN=3227, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"30675","917.133153","Ubiquiti_3b:5c:ed","a6:3d:67:ef:e3:a9","802.11","227","Probe Response, SN=2837, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30696","918.118434","Cisco_a0:44:54","c2:45:61:95:bd:37","802.11","274","Probe Response, SN=3382, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"30713","918.796462","Ubiquiti_3b:5c:ed","16:33:27:23:b4:20","802.11","227","Probe Response, SN=2854, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30714","918.848823","Ubiquiti_3b:5c:ed","16:33:27:23:b4:20","802.11","227","Probe Response, SN=2855, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30718","918.979743","ArubaaHe_58:77:62","fa:92:ed:60:f0:ca","802.11","183","Probe Response, SN=940, FN=0, Flags=........, BI=100, SSID=NETIA WIFI"
"30719","919.004924","ArubaaHe_58:77:62","be:0c:09:52:c4:82","802.11","183","Probe Response, SN=941, FN=0, Flags=........, BI=100, SSID=NETIA WIFI"
"30723","919.071692","Cisco_2f:15:53","be:0c:09:52:c4:82","802.11","294","Probe Response, SN=3266, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"30724","919.086387","Ubiquiti_3b:5c:ed","16:33:27:23:b4:20","802.11","227","Probe Response, SN=2859, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30727","919.202033","Ubiquiti_3b:5c:ed","02:df:d3:c1:0a:5f","802.11","227","Probe Response, SN=2861, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30728","919.222041","Ubiquiti_3b:5c:ed","02:df:d3:c1:0a:5f","802.11","227","Probe Response, SN=2862, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30730","919.245588","Ubiquiti_3b:5c:ed","02:df:d3:c1:0a:5f","802.11","227","Probe Response, SN=2863, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30733","919.268698","Ubiquiti_3b:5c:ed","02:df:d3:c1:0a:5f","802.11","227","Probe Response, SN=2865, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30734","919.287450","Ubiquiti_3b:5c:ed","02:df:d3:c1:0a:5f","802.11","227","Probe Response, SN=2866, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30735","919.311448","Ubiquiti_3b:5c:ed","02:df:d3:c1:0a:5f","802.11","227","Probe Response, SN=2867, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"30739","919.391883","Ubiquiti_3b:5c:ed","fa:d1:1e:2c:6c:86","802.11","227","Probe Response, SN=2869, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
